repo_id,repo_owner,repo_name,created_at,project_size,num_forks,default_branch,last_update,repo_url,teammate
17165658,apache,spark,2014-02-25T08:00:08Z,488150,28477,master,2025-02-07T04:13:43Z,https://github.com/apache/spark,helen
4710920,apache,dubbo,2012-06-19T07:56:02Z,59417,26462,3.3,2025-02-07T00:09:00Z,https://github.com/apache/dubbo,helen
9185792,apache,echarts,2013-04-03T03:18:59Z,245095,19694,master,2025-02-07T00:22:02Z,https://github.com/apache/echarts,helen
33884891,apache,airflow,2015-04-13T18:04:58Z,335533,14604,main,2025-02-07T03:23:37Z,https://github.com/apache/airflow,helen
39464018,apache,superset,2015-07-21T18:55:34Z,702451,14400,master,2025-02-07T04:15:08Z,https://github.com/apache/superset,joseph
2211243,apache,kafka,2011-08-15T18:06:16Z,230628,14149,trunk,2025-02-07T03:36:40Z,https://github.com/apache/kafka,joseph
20587599,apache,flink,2014-06-07T07:00:10Z,515733,13498,master,2025-02-07T02:06:22Z,https://github.com/apache/flink,joseph
75164823,apache,rocketmq,2016-11-30T08:00:08Z,43062,11758,develop,2025-02-06T16:06:39Z,https://github.com/apache/rocketmq,junlong
49876476,apache,shardingsphere,2016-01-18T12:49:26Z,656873,6786,master,2025-02-07T04:09:28Z,https://github.com/apache/shardingsphere,junlong
34864402,apache,mxnet,2015-04-30T16:21:15Z,101275,6776,master,2025-02-06T00:59:00Z,https://github.com/apache/mxnet,junlong
45721011,apache,skywalking,2015-11-07T03:30:36Z,172364,6551,master,2025-02-07T04:30:11Z,https://github.com/apache/skywalking,junlong
173335706,apache,dolphinscheduler,2019-03-01T16:39:25Z,243378,4708,dev,2025-02-07T04:09:27Z,https://github.com/apache/dolphinscheduler,junlong
50904245,apache,beam,2016-02-02T08:00:06Z,768643,4295,master,2025-02-06T22:28:38Z,https://github.com/apache/beam,junlong
14135470,apache,storm,2013-11-05T08:00:14Z,155399,4078,master,2025-02-06T12:54:20Z,https://github.com/apache/storm,junlong
310611,apache,thrift,2009-09-18T08:00:17Z,34054,4043,master,2025-02-06T15:46:10Z,https://github.com/apache/thrift,junlong
102343794,apache,brpc,2017-09-04T09:28:47Z,39899,4005,master,2025-02-06T09:17:20Z,https://github.com/apache/brpc,simmon
6358188,apache,druid,2012-10-23T19:08:07Z,366795,3724,master,2025-02-06T21:36:53Z,https://github.com/apache/druid,simmon
